id,name,docks,latitude,longitude,address
489,10 Ave & W 28 St,49,40.75066386,-74.00176802,10 Ave & W 28 St
490,8 Ave & W 33 St,66,40.751551,-73.993934,8 Ave & W 33 St
491,E 24 St & Park Ave S,51,40.74096374,-73.98602213,E 24 St & Park Ave S
492,W 33 St & 7 Ave,68,40.75019995,-73.99093085,W 33 St & 7 Ave
493,W 45 St & 6 Ave,34,40.7568001,-73.98291153,W 45 St & 6 Ave
494,W 26 St & 8 Ave,66,40.74734825,-73.99723551,W 26 St & 8 Ave
495,W 47 St & 10 Ave,39,40.76269882,-73.99301222,W 47 St & 10 Ave
496,E 16 St & 5 Ave,47,40.73726186,-73.99238967,E 16 St & 5 Ave
497,E 17 St & Broadway,66,40.73704984,-73.99009296,E 17 St & Broadway
499,Broadway & W 60 St,36,40.76915505,-73.98191841,Broadway & W 60 St
500,Broadway & W 51 St,52,40.76228826,-73.98336183,Broadway & W 51 St
501,FDR Drive & E 35 St,79,40.744219,-73.97121214,FDR Drive & E 35 St
502,Henry St & Grand St,36,40.714211,-73.981095,Henry St & Grand St
503,E 20 St & Park Ave,31,40.73827428,-73.98751968,E 20 St & Park Ave
504,1 Ave & E 16 St,15,40.73221853,-73.98165557,1 Ave & E 16 St
505,6 Ave & W 33 St,52,40.74901271,-73.98848395,6 Ave & W 33 St
507,E 25 St & 2 Ave,45,40.73912601,-73.97973776,E 25 St & 2 Ave
508,W 46 St & 11 Ave,25,40.76341379,-73.99667444,W 46 St & 11 Ave
509,9 Ave & W 22 St,61,40.7454973,-74.00197139,9 Ave & W 22 St
513,W 56 St & 10 Ave,29,40.768254,-73.988639,W 56 St & 10 Ave
514,12 Ave & W 40 St,52,40.76087502,-74.00277668,12 Ave & W 40 St
515,W 43 St & 10 Ave,35,40.76009437,-73.99461843,W 43 St & 10 Ave
516,E 47 St & 1 Ave,31,40.75206862,-73.96784384,E 47 St & 1 Ave
517,Pershing Square South,69,40.751581,-73.97791,Pershing Square South
518,E 39 St & 2 Ave,39,40.74780373,-73.9734419,E 39 St & 2 Ave
519,Pershing Square North,69,40.751873,-73.977706,Pershing Square North
520,W 52 St & 5 Ave,41,40.75992262,-73.97648516,W 52 St & 5 Ave
522,E 51 St & Lexington Ave,51,40.75714758,-73.97207836,E 51 St & Lexington Ave
523,W 38 St & 8 Ave,51,40.75466591,-73.99138152,W 38 St & 8 Ave
525,W 34 St & 11 Ave,56,40.75594159,-74.0021163,W 34 St & 11 Ave
526,E 33 St & 5 Ave,40,40.74765947,-73.98490707,E 33 St & 5 Ave
528,2 Ave & E 31 St,39,40.74290902,-73.97706058,2 Ave & E 31 St
529,W 42 St & 8 Ave,41,40.7575699,-73.99098507,W 42 St & 8 Ave
530,11 Ave & W 59 St,24,40.77149671054441,-73.99046033620834,11 Ave & W 59 St
531,Forsyth St & Broome St,39,40.71893904,-73.99266288,Forsyth St & Broome St
532,S 5 Pl & S 5 St,43,40.710451,-73.960876,S 5 Pl & S 5 St
533,Broadway & W 38 St,46,40.75299641,-73.98721619,Broadway & W 38 St
534,Water - Whitehall Plaza,31,40.70255065,-74.0127234,Water - Whitehall Plaza
536,1 Ave & E 30 St,29,40.74144387,-73.97536082,1 Ave & E 30 St
539,Metropolitan Ave & Bedford Ave,31,40.71534825,-73.96024116,Metropolitan Ave & Bedford Ave
540,Lexington Ave & E 29 St,30,40.74311555376486,-73.98215353488922,Lexington Ave & E 29 St
545,E 23 St & 1 Ave,27,40.736502,-73.97809472,E 23 St & 1 Ave
546,E 30 St & Park Ave S,45,40.74444921,-73.98303529,E 30 St & Park Ave S
2000,Front St & Washington St,30,40.70255088,-73.98940236,Front St & Washington St
2002,Wythe Ave & Metropolitan Ave,27,40.716887,-73.963198,Wythe Ave & Metropolitan Ave
2003,1 Ave & E 18 St,54,40.733812191966315,-73.98054420948029,1 Ave & E 18 St
2005,Railroad Ave & Kay Ave,12,40.70531194,-73.97100056,Railroad Ave & Kay Ave
2006,Central Park S & 6 Ave,49,40.76590936,-73.97634151,Central Park S & 6 Ave
2008,Little West St & 1 Pl,24,40.70569254,-74.01677685,Little West St & 1 Pl
2009,Catherine St & Monroe St,35,40.71117444,-73.99682619,Catherine St & Monroe St
2010,Grand St & Greene St,3,40.72165481,-74.00234737,Grand St & Greene St
2012,E 27 St & 1 Ave,36,40.739445,-73.976806,E 27 St & 1 Ave
2017,E 43 St & 2 Ave,39,40.75022392,-73.97121414,E 43 St & 2 Ave
2021,W 45 St & 8 Ave,43,40.75929124,-73.98859651,W 45 St & 8 Ave
2022,E 60 St & York Ave,33,40.759107,-73.959223,E 60 St & York Ave
3002,South End Ave & Liberty St,25,40.711512,-74.015756,South End Ave & Liberty St
3016,Kent Ave & N 7 St,54,40.72036775298455,-73.96165072917938,Kent Ave & N 7 St
3041,Kingston Ave & Herkimer St,24,40.67890679,-73.94142771,Kingston Ave & Herkimer St
3042,Fulton St & Utica Ave,19,40.6794268,-73.9298911,Fulton St & Utica Ave
3043,Lewis Ave & Decatur St,19,40.6814598,-73.934903,Lewis Ave & Decatur St
3044,Albany Ave & Fulton St,27,40.6800105,-73.938475,Albany Ave & Fulton St
3046,Marcus Garvey Blvd & Macon St,19,40.682601,-73.938037,Marcus Garvey Blvd & Macon St
3047,Halsey St & Tompkins Ave,21,40.6823687,-73.944118,Halsey St & Tompkins Ave
3048,Putnam Ave & Nostrand Ave,19,40.68402,-73.94977,Putnam Ave & Nostrand Ave
3049,Cambridge Pl & Gates Ave,18,40.68488,-73.96304,Cambridge Pl & Gates Ave
3050,Putnam Ave & Throop Ave,21,40.6851532,-73.94111,Putnam Ave & Throop Ave
3052,Lewis Ave & Madison St,23,40.686312,-73.935775,Lewis Ave & Madison St
3053,Marcy Ave & Lafayette Ave,23,40.6900815,-73.947915,Marcy Ave & Lafayette Ave
3054,Greene Ave & Throop Ave,19,40.6894932,-73.942061,Greene Ave & Throop Ave
3055,Greene Ave & Nostrand Ave,23,40.6883337,-73.950916,Greene Ave & Nostrand Ave
3056,Kosciuszko St & Nostrand Ave,23,40.69072549,-73.95133465,Kosciuszko St & Nostrand Ave
3057,Kosciuszko St & Tompkins Ave,18,40.69128258,-73.9452416,Kosciuszko St & Tompkins Ave
3058,Lewis Ave & Kosciuszko St,24,40.69237074,-73.93705428,Lewis Ave & Kosciuszko St
3059,Pulaski St & Marcus Garvey Blvd,19,40.6933982,-73.939877,Pulaski St & Marcus Garvey Blvd
3060,Willoughby Ave & Tompkins Ave,19,40.69425403,-73.94626915,Willoughby Ave & Tompkins Ave
3061,Throop Ave & Myrtle Ave,21,40.69622937,-73.94371094,Throop Ave & Myrtle Ave
3062,Myrtle Ave & Marcy Ave,23,40.69539817,-73.94954908,Myrtle Ave & Marcy Ave
3063,Nostrand Ave & Myrtle Ave,20,40.69527008,-73.95238108,Nostrand Ave & Myrtle Ave
3064,Myrtle Ave & Lewis Ave,23,40.69681963,-73.93756926,Myrtle Ave & Lewis Ave
3065,Union Ave & Wallabout St,31,40.70029511,-73.95032283,Union Ave & Wallabout St
3066,Tompkins Ave & Hopkins St,19,40.69957608,-73.94708417,Tompkins Ave & Hopkins St
3067,Broadway & Whipple St,27,40.7016657,-73.9437303,Broadway & Whipple St
3068,Humboldt St & Varet St,42,40.7031724,-73.940636,Humboldt St & Varet St
3069,Lorimer St & Broadway,29,40.70411791,-73.94818595,Lorimer St & Broadway
3070,McKibbin St & Manhattan Ave,23,40.70510918,-73.94407279,McKibbin St & Manhattan Ave
3071,Boerum St & Broadway,19,40.70538077,-73.94976519,Boerum St & Broadway
3072,Leonard St & Boerum St,24,40.70583339,-73.94644578,Leonard St & Boerum St
3074,Montrose Ave & Bushwick Ave,42,40.70767788,-73.94016171,Montrose Ave & Bushwick Ave
3075,Division Ave & Marcy Ave,33,40.70708701,-73.95796783,Division Ave & Marcy Ave
3076,Scholes St & Manhattan Ave,36,40.70870368,-73.9448625,Scholes St & Manhattan Ave
3077,Stagg St & Union Ave,33,40.70877084,-73.95095259,Stagg St & Union Ave
3078,Broadway & Roebling St,26,40.70924826276157,-73.96063148975372,Broadway & Roebling St
3080,S 4 St & Rodney St,21,40.70934,-73.95608,S 4 St & Rodney St
3081,Graham Ave & Grand St,29,40.711863,-73.944024,Graham Ave & Grand St
3082,Hope St & Union Ave,25,40.71167351,-73.95141312,Hope St & Union Ave
3083,Bushwick Ave & Powers St,32,40.71247661,-73.94100005,Bushwick Ave & Powers St
3085,Roebling St & N 4 St,25,40.71469,-73.95739,Roebling St & N 4 St
3086,Graham Ave & Conselyea St,30,40.715143,-73.944507,Graham Ave & Conselyea St
3087,Metropolitan Ave & Meeker Ave,30,40.71413311,-73.95234386,Metropolitan Ave & Meeker Ave
3088,Union Ave & Jackson St,19,40.7160751,-73.952029,Union Ave & Jackson St
3092,Berry St & N 8 St,27,40.7190095,-73.95852515,Berry St & N 8 St
3093,N 6 St & Bedford Ave,28,40.71745169,-73.95850939,N 6 St & Bedford Ave
3094,Graham Ave & Withers St,18,40.7169811,-73.94485918,Graham Ave & Withers St
3095,Graham Ave & Herbert St,26,40.71929301,-73.94500379,Graham Ave & Herbert St
3096,Union Ave & N 12 St,39,40.71924,-73.95242,Union Ave & N 12 St
3100,Nassau Ave & Newell St,51,40.724812564400175,-73.94752621650696,Nassau Ave & Newell St
3101,N 12 St & Bedford Ave,27,40.72079821,-73.95484712,N 12 St & Bedford Ave
3102,Driggs Ave & Lorimer St,27,40.72179134,-73.9504154,Driggs Ave & Lorimer St
3105,N 15 St & Wythe Ave,24,40.724055,-73.955736,N 15 St & Wythe Ave
3106,Driggs Ave & N Henry St,22,40.72325,-73.94308,Driggs Ave & N Henry St
3107,Bedford Ave & Nassau Ave,39,40.72311651,-73.95212324,Bedford Ave & Nassau Ave
3108,Nassau Ave & Russell St,51,40.72557,-73.94434,Nassau Ave & Russell St
3109,Banker St & Meserole Ave,31,40.72606,-73.95621,Banker St & Meserole Ave
3110,Meserole Ave & Manhattan Ave,28,40.72708584,-73.95299117,Meserole Ave & Manhattan Ave
3112,Milton St & Franklin St,33,40.72906,-73.95779,Milton St & Franklin St
3113,Greenpoint Ave & Manhattan Ave,27,40.73026,-73.95394,Greenpoint Ave & Manhattan Ave
3115,India St & Manhattan Ave,50,40.73232194,-73.9550858,India St & Manhattan Ave
3116,Huron St & Franklin St,35,40.73266,-73.95826,Huron St & Franklin St
3117,Franklin St & Dupont St,27,40.73564,-73.95866,Franklin St & Dupont St
3118,McGuinness Blvd & Eagle St,42,40.73555,-73.95284,McGuinness Blvd & Eagle St
3119,Vernon Blvd & 50 Ave,45,40.74232744,-73.95411749,Vernon Blvd & 50 Ave
3121,Jackson Ave & 46 Rd,27,40.74524768,-73.94733276,Jackson Ave & 46 Rd
3122,48 Ave & 5 St,31,40.744363287066875,-73.9558732509613,48 Ave & 5 St
3123,31 St & Thomson Ave,27,40.74469738,-73.93540375,31 St & Thomson Ave
3124,46 Ave & 5 St,27,40.74731,-73.95451,46 Ave & 5 St
3125,45 Rd & 11 St,23,40.74708586,-73.94977234,45 Rd & 11 St
3126,44 Dr & Jackson Ave,34,40.74718234,-73.9432635,44 Dr & Jackson Ave
3127,9 St & 44 Rd,35,40.74966,-73.9521,9 St & 44 Rd
3128,21 St & 43 Ave,23,40.75052534,-73.94594845,21 St & 43 Ave
3129,Queens Plaza North & Crescent St,31,40.75110165,-73.94073717,Queens Plaza North & Crescent St
3130,21 St & Queens Plaza North,31,40.75325964,-73.94335788,21 St & Queens Plaza North
3131,E 68 St & 3 Ave,31,40.76712840349542,-73.96224617958069,E 68 St & 3 Ave
3132,E 59 St & Madison Ave,35,40.76350532,-73.97109243,E 59 St & Madison Ave
3134,3 Ave & E 62 St,51,40.76312584,-73.96526895,3 Ave & E 62 St
3135,E 75 St & 3 Ave,41,40.77112927,-73.95772297,E 75 St & 3 Ave
3136,5 Ave & E 63 St,47,40.766368,-73.971518,5 Ave & E 63 St
3137,5 Ave & E 73 St,31,40.77282817,-73.96685276,5 Ave & E 73 St
3139,E 72 St & Park Ave,43,40.77118287540658,-73.96409422159195,E 72 St & Park Ave
3140,1 Ave & E 78 St,55,40.77140426,-73.9535166,1 Ave & E 78 St
3141,1 Ave & E 68 St,59,40.76500525,-73.95818491,1 Ave & E 68 St
3142,1 Ave & E 62 St,41,40.7612274,-73.96094022,1 Ave & E 62 St
3143,5 Ave & E 78 St,47,40.77632142182271,-73.96427392959595,5 Ave & E 78 St
3144,E 81 St & Park Ave,46,40.77677702,-73.9590097,E 81 St & Park Ave
3145,E 84 St & Park Ave,45,40.77862688,-73.95772073,E 84 St & Park Ave
3146,E 81 St & 3 Ave,47,40.77573034,-73.9567526,E 81 St & 3 Ave
3147,E 85 St & 3 Ave,39,40.77801203,-73.95407149,E 85 St & 3 Ave
3148,E 84 St & 1 Ave,31,40.77565541,-73.95068615,E 84 St & 1 Ave
3150,E 85 St & York Ave,47,40.77536905,-73.94803392,E 85 St & York Ave
3151,E 81 St & York Ave,43,40.7728384,-73.94989233,E 81 St & York Ave
3152,3 Ave & E 71 St,42,40.76873687,-73.96119945,3 Ave & E 71 St
3154,E 77 St & 3 Ave,31,40.77314236,-73.95856158,E 77 St & 3 Ave
3156,E 72 St & York Ave,37,40.76663814,-73.95348296,E 72 St & York Ave
3157,East End Ave & E 86 St,27,40.77518615,-73.94446054,East End Ave & E 86 St
3158,W 63 St & Broadway,31,40.77163851,-73.98261428,W 63 St & Broadway
3159,W 67 St & Broadway,31,40.77492513,-73.98266566,W 67 St & Broadway
3160,Central Park West & W 76 St,39,40.77896784,-73.97374737,Central Park West & W 76 St
3161,W 76 St & Columbus Ave,59,40.7801839724239,-73.97728532552719,W 76 St & Columbus Ave
3162,W 78 St & Broadway,3,40.78339981,-73.98093133,W 78 St & Broadway
3163,Central Park West & W 68 St,43,40.7734066,-73.97782542,Central Park West & W 68 St
3164,Columbus Ave & W 72 St,67,40.7770575,-73.97898475,Columbus Ave & W 72 St
3165,Central Park West & W 72 St,51,40.77579376683666,-73.9762057363987,Central Park West & W 72 St
3166,Riverside Dr & W 72 St,41,40.78057799010334,-73.98562431335449,Riverside Dr & W 72 St
3167,Amsterdam Ave & W 73 St,55,40.77966809007312,-73.98093044757842,Amsterdam Ave & W 73 St
3168,Central Park West & W 85 St,31,40.78472675,-73.96961715,Central Park West & W 85 St
3169,Riverside Dr & W 82 St,39,40.78720869,-73.98128127,Riverside Dr & W 82 St
3170,W 84 St & Columbus Ave,35,40.78499979,-73.97283406,W 84 St & Columbus Ave
3171,Amsterdam Ave & W 82 St,39,40.78524672,-73.97667321,Amsterdam Ave & W 82 St
3172,W 74 St & Columbus Ave,27,40.7785669,-73.97754961,W 74 St & Columbus Ave
3173,Riverside Blvd & W 67 St,39,40.777507027547976,-73.98888587951659,Riverside Blvd & W 67 St
3175,W 70 St & Amsterdam Ave,31,40.77748046,-73.98288594,W 70 St & Amsterdam Ave
3177,W 84 St & Broadway,63,40.7867947,-73.977112,W 84 St & Broadway
3178,Riverside Dr & W 78 St,39,40.78414472,-73.98362492,Riverside Dr & W 78 St
3179,Park Ave & Marcus Garvey Blvd,23,40.698617,-73.941342,Park Ave & Marcus Garvey Blvd
3182,Yankee Ferry Terminal,0,40.686931,-74.016966,Yankee Ferry Terminal
3184,Paulus Hook,14,40.7141454,-74.0335519,Paulus Hook
3185,City Hall,22,40.7177325,-74.043845,City Hall
3186,Grove St PATH,42,40.71958611647166,-74.04311746358871,Grove St PATH
3187,Warren St,22,40.7211236,-74.03805095,Warren St
3191,Union St,18,40.7182113,-74.0836394,Union St
3192,Liberty Light Rail,22,40.7112423,-74.0557013,Liberty Light Rail
3193,Lincoln Park,18,40.7246050998869,-74.07840594649315,Lincoln Park
3194,McGinley Square,22,40.7253399253558,-74.06762212514877,McGinley Square
3195,Sip Ave,34,40.73089709786179,-74.06391263008118,Sip Ave
3196,Riverview Park,18,40.7443187,-74.0439909,Riverview Park
3198,Heights Elevator,18,40.748715945380226,-74.04044330120087,Heights Elevator
3199,Newport Pkwy,14,40.7287448,-74.0321082,Newport Pkwy
3201,Dey St,18,40.737711,-74.066921,Dey St
3202,Newport PATH,18,40.7272235,-74.0337589,Newport PATH
3203,Hamilton Park,26,40.727595966,-74.044247311,Hamilton Park
3205,JC Medical Center,22,40.71653978099194,-74.0496379137039,JC Medical Center
3206,Hilltop,26,40.7311689,-74.0575736,Hilltop
3207,Oakland Ave,26,40.7376037,-74.0524783,Oakland Ave
3209,Brunswick St,21,40.7241765,-74.0506564,Brunswick St
3210,Pershing Field,18,40.742677141,-74.051788633,Pershing Field
3211,Newark Ave,22,40.72152515,-74.046304543,Newark Ave
3212,Christ Hospital,22,40.734785818,-74.050443636,Christ Hospital
3213,Van Vorst Park,22,40.71848892,-74.047726625,Van Vorst Park
3214,Essex Light Rail,22,40.7127742,-74.0364857,Essex Light Rail
3220,5 Corners Library,18,40.734961020009514,-74.0595030784607,5 Corners Library
3221,47 Ave & 31 St,27,40.743,-73.93561,47 Ave & 31 St
3225,Baldwin at Montgomery,14,40.7236589,-74.0641943,Baldwin at Montgomery
3231,E 67 St & Park Ave,39,40.76780080148132,-73.96592080593109,E 67 St & Park Ave
3232,Bond St & Fulton St,31,40.68962188790333,-73.98304268717766,Bond St & Fulton St
3233,E 48 St & 5 Ave,39,40.75724567911726,-73.97805914282799,E 48 St & 5 Ave
3235,E 41 St & Madison Ave,31,40.752165280621966,-73.97992193698882,E 41 St & Madison Ave
3236,W 42 St & Dyer Ave,33,40.75898481399634,-73.99379968643188,W 42 St & Dyer Ave
3241,Monroe St & Tompkins Ave,19,40.686203,-73.944694,Monroe St & Tompkins Ave
3242,Schermerhorn St & Court St,39,40.69102925677968,-73.99183362722397,Schermerhorn St & Court St
3243,E 58 St & 1 Ave (NE Corner),29,40.75892386377695,-73.96226227283478,E 58 St & 1 Ave (NE Corner)
3244,University Pl & E 8 St,42,40.73143724085228,-73.99490341544151,University Pl & E 8 St
3246,Montague St & Clinton St,39,40.694281141397326,-73.99230033159256,Montague St & Clinton St
3249,Verona Pl & Fulton St,19,40.6803560840434,-73.9476791024208,Verona Pl & Fulton St
3254,Soissons Landing,0,40.69231660719192,-74.01486575603485,Soissons Landing
3255,8 Ave & W 31 St,19,40.7505853470215,-73.9946848154068,8 Ave & W 31 St
3256,Pier 40 - Hudson River Park,23,40.7277140777778,-74.01129573583603,Pier 40 - Hudson River Park
3259,9 Ave & W 28 St,27,40.74937024193277,-73.99923384189606,9 Ave & W 28 St
3260,Mercer St & Bleecker St,45,40.72706363348306,-73.99662137031554,Mercer St & Bleecker St
3263,Cooper Square & Astor Pl,59,40.72951496224949,-73.99075269699097,Cooper Square & Astor Pl
3267,Morris Canal,14,40.7124188237569,-74.03852552175522,Morris Canal
3268,Lafayette Park,14,40.71346382669195,-74.06285852193832,Lafayette Park
3269,Brunswick & 6th,14,40.72601172964625,-74.05038893222809,Brunswick & 6th
3270,Jersey & 6th St,14,40.72528910781132,-74.04557168483734,Jersey & 6th St
3272,Jersey & 3rd,14,40.72333158646436,-74.04595255851744,Jersey & 3rd
3273,Manila & 1st,18,40.721650724879986,-74.04288411140442,Manila & 1st
3275,Columbus Drive,14,40.71835519823214,-74.03891444206238,Columbus Drive
3276,Marin Light Rail,26,40.71458403535893,-74.04281705617905,Marin Light Rail
3277,Communipaw & Berry Lane,14,40.71435836870427,-74.06661093235016,Communipaw & Berry Lane
3278,Monmouth and 6th,14,40.72568548362901,-74.04879033565521,Monmouth and 6th
3279,Dixon Mills,18,40.721630142638354,-74.04996782541275,Dixon Mills
3280,Astor Place,14,40.71928220070702,-74.07126188278198,Astor Place
3281,Leonard Gordon Park,14,40.74590996631558,-74.0572714805603,Leonard Gordon Park
3282,5 Ave & E 88 St,38,40.78307,-73.95939,5 Ave & E 88 St
3283,W 89 St & Columbus Ave,47,40.7882213,-73.97041561,W 89 St & Columbus Ave
3284,E 88 St & Park Ave,38,40.781410700190015,-73.95595908164978,E 88 St & Park Ave
3285,W 87 St & Amsterdam Ave,43,40.78839,-73.9747,W 87 St & Amsterdam Ave
3286,E 89 St & 3 Ave,39,40.7806284,-73.9521667,E 89 St & 3 Ave
3287,W 87 St & West End Ave,47,40.789622,-73.97757,W 87 St & West End Ave
3288,E 88 St & 1 Ave,39,40.778301,-73.9488134,E 88 St & 1 Ave
3289,W 90 St & Amsterdam Ave,32,40.79017948095081,-73.97288918495178,W 90 St & Amsterdam Ave
3290,E 89 St & York Ave,35,40.7779453,-73.946041,E 89 St & York Ave
3292,5 Ave & E 93 St,43,40.7857851,-73.957481,5 Ave & E 93 St
3293,W 92 St & Broadway,24,40.7921,-73.9739,W 92 St & Broadway
3294,E 91 St & Park Ave,38,40.7835016,-73.955327,E 91 St & Park Ave
3295,Central Park W & W 96 St,59,40.79127,-73.964839,Central Park W & W 96 St
3296,E 93 St & 2 Ave,42,40.782454175279874,-73.9489196240902,E 93 St & 2 Ave
3297,6 St & 7 Ave,21,40.6686627,-73.97988067,6 St & 7 Ave
3298,Warren St & Court St,23,40.686371,-73.99383324,Warren St & Court St
3299,E 98 St & Park Ave,25,40.78813,-73.95206,E 98 St & Park Ave
3300,Prospect Park West & 8 St,25,40.66514681533792,-73.97637605667114,Prospect Park West & 8 St
3301,Columbus Ave & W 95 St,39,40.7919557,-73.968087,Columbus Ave & W 95 St
3302,Columbus Ave & W 103 St,22,40.7969347,-73.9643412291,Columbus Ave & W 103 St
3303,Butler St & Court St,25,40.6849894,-73.99440329,Butler St & Court St
3304,6 Ave & 9 St,27,40.668127,-73.98377641,6 Ave & 9 St
3305,E 91 St & 2 Ave,39,40.78112229934166,-73.94965589046478,E 91 St & 2 Ave
3306,10 St & 7 Ave,23,40.6662078,-73.98199886,10 St & 7 Ave
3307,West End Ave & W 94 St,31,40.7941654,-73.974124,West End Ave & W 94 St
3308,Kane St & Clinton St,27,40.6861758,-73.99645295,Kane St & Clinton St
3309,E 97 St & 3 Ave,30,40.7859201,-73.94860294,E 97 St & 3 Ave
3310,14 St & 7 Ave,24,40.663779,-73.98396846,14 St & 7 Ave
3311,Columbia St & Kane St,21,40.68763155,-74.0016256,Columbia St & Kane St
3312,1 Ave & E 94 St,39,40.7817212,-73.94594,1 Ave & E 94 St
3313,6 Ave & 12 St,29,40.6663181,-73.9854617,6 Ave & 12 St
3314,W 95 St & Broadway,32,40.7937704,-73.971888,W 95 St & Broadway
3315,Henry St & Degraw St,23,40.6847514,-73.99917254,Henry St & Degraw St
3317,10 St & 5 Ave,24,40.6686273,-73.98700053,10 St & 5 Ave
3318,2 Ave & E 96 St,39,40.7839636,-73.9471673,2 Ave & E 96 St
3319,14 St & 5 Ave,21,40.666287,-73.98895053,14 St & 5 Ave
3320,Central Park West & W 100 St,49,40.79406660818552,-73.96286845207214,Central Park West & W 100 St
3321,Clinton St & Union St,25,40.6831164,-73.99785267,Clinton St & Union St
3322,12 St & 4 Ave,0,40.668603,-73.9904394,12 St & 4 Ave
3323,W 106 St & Central Park West,59,40.7981856,-73.9605909006,W 106 St & Central Park West
3324,3 Ave & 14 St,25,40.6685455,-73.99333264,3 Ave & 14 St
3325,E 95 St & 3 Ave,31,40.7849032,-73.950503,E 95 St & 3 Ave
3326,Clinton St & Centre St,21,40.67434,-74.00194698,Clinton St & Centre St
3327,3 Ave & E 100 St,27,40.7877214,-73.94728331,3 Ave & E 100 St
3328,W 100 St & Manhattan Ave,39,40.795,-73.9645,W 100 St & Manhattan Ave
3329,Degraw St & Smith St,27,40.6829151,-73.99318208,Degraw St & Smith St
3330,Henry St & Bay St,19,40.6725058,-74.00494695,Henry St & Bay St
3331,Riverside Dr & W 104 St,39,40.8013434,-73.9711457439,Riverside Dr & W 104 St
3332,Degraw St & Hoyt St,19,40.681990442707026,-73.99079024791718,Degraw St & Hoyt St
3333,Columbia St & Lorraine St,21,40.6747055,-74.0075572,Columbia St & Lorraine St
3335,Union St & 4 Ave,28,40.6772744,-73.98282002,Union St & 4 Ave
3336,E 97 St & Madison Ave,41,40.787801,-73.953559,E 97 St & Madison Ave
3337,Dwight St & Van Dyke St,23,40.67363551341504,-74.01195555925369,Dwight St & Van Dyke St
3338,2 Ave & E 99 St,31,40.7862586,-73.94552579,2 Ave & E 99 St
3339,Berkeley Pl & 6 Ave,23,40.6765304,-73.97846879,Berkeley Pl & 6 Ave
3340,Wolcott St & Dwight St,21,40.6753274,-74.0100698,Wolcott St & Dwight St
3341,Central Park West & W 102 St,41,40.795346,-73.96186,Central Park West & W 102 St
3342,Pioneer St & Richards St,23,40.6777748,-74.0094613,Pioneer St & Richards St
3343,W 107 St & Columbus Ave,23,40.7997568,-73.9621128676,W 107 St & Columbus Ave
3344,Pioneer St & Van Brunt St,19,40.679043,-74.011169,Pioneer St & Van Brunt St
3345,Madison Ave & E 99 St,35,40.78948541553215,-73.95242929458618,Madison Ave & E 99 St
3346,Berkeley Pl & 7 Ave,29,40.675146838709786,-73.97523209452629,Berkeley Pl & 7 Ave
3347,Van Brunt St & Wolcott St,21,40.6773429,-74.01275056,Van Brunt St & Wolcott St
3348,Coffey St & Conover St,19,40.677236,-74.015665,Coffey St & Conover St
3349,Grand Army Plaza & Plaza St West,30,40.6729679,-73.97087984,Grand Army Plaza & Plaza St West
3350,W 100 St & Broadway,39,40.7973721,-73.97041192,W 100 St & Broadway
3351,E 102 St & 1 Ave,25,40.7869946,-73.94164802,E 102 St & 1 Ave
3352,Sigourney St & Columbia St,21,40.67267243410948,-74.0087952464819,Sigourney St & Columbia St
3354,3 St & Prospect Park West,31,40.668132,-73.97363831,3 St & Prospect Park West
3355,E 66 St & Madison Ave,25,40.76800889305947,-73.96845281124115,E 66 St & Madison Ave
3356,Amsterdam Ave & W 66 St,21,40.7746671,-73.98470567,Amsterdam Ave & W 66 St
3357,W 106 St & Amsterdam Ave,35,40.8008363,-73.9664492472,W 106 St & Amsterdam Ave
3358,Garfield Pl & 8 Ave,25,40.6711978,-73.97484126,Garfield Pl & 8 Ave
3359,E 68 St & Madison Ave,41,40.7691572,-73.96703464,E 68 St & Madison Ave
3360,Amsterdam Ave & W 79 St,25,40.7829391,-73.9786517,Amsterdam Ave & W 79 St
3361,Carroll St & 6 Ave,23,40.6740886,-73.9787282,Carroll St & 6 Ave
3362,Madison Ave & E 82 St,34,40.7781314,-73.96069399,Madison Ave & E 82 St
3363,E 102 St & Park Ave,33,40.7904828,-73.95033068,E 102 St & Park Ave
3364,Carroll St & 5 Ave,27,40.6751622,-73.9814832,Carroll St & 5 Ave
3365,3 St & 7 Ave,27,40.6703837,-73.97839676,3 St & 7 Ave
3366,West End Ave & W 107 St,31,40.8021174,-73.9681805305,West End Ave & W 107 St
3367,5 Ave & E 103 St,39,40.7922553,-73.95249933,5 Ave & E 103 St
3368,5 Ave & 3 St,30,40.6728155,-73.98352355,5 Ave & 3 St
3369,E 82 St & East End Ave,29,40.7724607,-73.9468208,E 82 St & East End Ave
3370,E 78 St & 2 Ave,25,40.7727966,-73.95577801,E 78 St & 2 Ave
3372,E 74 St & 1 Ave,39,40.7689738,-73.95482273,E 74 St & 1 Ave
3373,3 St & 3 Ave,27,40.6750705,-73.98775226,3 St & 3 Ave
3374,Central Park North & Adam Clayton Powell Blvd,36,40.799484,-73.955613,Central Park North & Adam Clayton Powell Blvd
3375,3 Ave & E 72 St,35,40.7699426,-73.96060712,3 Ave & E 72 St
3376,E 65 St & 2 Ave,39,40.76471851944339,-73.96222069859505,E 65 St & 2 Ave
3377,Carroll St & Bond St,25,40.6786115,-73.99037292,Carroll St & Bond St
3378,E 76 St & Park Ave,28,40.773763,-73.96222088,E 76 St & Park Ave
3379,E 103 St & Lexington Ave,35,40.7903051,-73.94755757,E 103 St & Lexington Ave
